2355075|2014|6|27|0|21|Subscriber|Male|2014-06-30 21:44:00|2014-06-30 22:07:00|22.333333333333332|70.0|tstorms|177|Theater on the Lake|41.926277|-87.630834|15.0|294|Broadway & Berwyn Ave|41.978353000000006|-87.65975300000001|15.0
2355073|2014|6|27|0|21|Subscriber|Male|2014-06-30 21:44:00|2014-06-30 22:02:00|18.116666666666667|70.0|tstorms|24|Fairbanks Ct & Grand Ave|41.89186|-87.62062|15.0|118|Sedgwick St & North Ave|41.910579|-87.63861800000001|19.0
2355072|2014|6|27|0|21|Subscriber|Male|2014-06-30 21:44:00|2014-06-30 21:53:00|9.2|70.0|tstorms|25|Michigan Ave & Pearson St|41.897659999999995|-87.62351|23.0|52|Michigan Ave & Lake St|41.886024|-87.624117|31.0
2355069|2014|6|27|0|21|Subscriber|Male|2014-06-30 21:44:00|2014-06-30 21:51:00|7.05|70.0|tstorms|287|Franklin St & Arcade Pl|41.881469|-87.635177|27.0|84|Green St & Milwaukee Ave|41.891733|-87.64872700000001|19.0
2355067|2014|6|27|0|21|Subscriber|Male|2014-06-30 21:44:00|2014-06-30 21:46:00|2.1|70.0|tstorms|240|Sheridan Rd & Irving Park Rd|41.954245|-87.65440600000001|23.0|254|Pine Grove Ave & Irving Park Rd|41.954383|-87.648043|15.0
2355065|2014|6|27|0|21|Subscriber|Male|2014-06-30 21:43:00|2014-06-30 21:50:00|6.4|70.0|tstorms|291|Wells St & Evergreen Ave|41.906724|-87.63483000000001|19.0|337|Clark St & Chicago Ave|41.896544|-87.630931|19.0
2355064|2014|6|27|0|21|Subscriber|Male|2014-06-30 21:43:00|2014-06-30 22:00:00|17.633333333333333|70.0|tstorms|20|Sheffield Ave & Kingsbury St|41.90959193|-87.65349723|15.0|230|Lincoln Ave & Roscoe St|41.94334|-87.67097|19.0
2355061|2014|6|27|0|21|Subscriber|Female|2014-06-30 21:42:00|2014-06-30 21:57:00|15.1|70.0|tstorms|202|Halsted St & 18th St|41.857499|-87.646277|15.0|321|Wabash Ave & 8th St|41.871961999999996|-87.62610600000001|19.0
2355059|2014|6|27|0|21|Subscriber|Male|2014-06-30 21:39:00|2014-06-30 21:55:00|15.783333333333333|70.0|tstorms|120|Wentworth Ave & Archer Ave|41.854564|-87.631937|15.0|132|Wentworth Ave & 24th St|41.849237|-87.631715|15.0
2355057|2014|6|27|0|21|Subscriber|Male|2014-06-30 21:38:00|2014-06-30 21:43:00|4.266666666666667|70.0|tstorms|284|Michigan Ave & Jackson Blvd|41.87785|-87.62408|23.0|286|Franklin St & Quincy St|41.878724|-87.634793|23.0
2355056|2014|6|27|0|21|Subscriber|Male|2014-06-30 21:38:00|2014-06-30 21:52:00|13.866666666666667|70.0|tstorms|43|Michigan Ave & Washington St|41.8838927658|-87.6246491409|43.0|338|Calumet Ave & 18th St|41.857611|-87.619407|15.0
2355055|2014|6|27|0|21|Subscriber|Male|2014-06-30 21:37:00|2014-06-30 21:45:00|7.566666666666666|70.0|tstorms|289|Wells St & Concord Ln|41.912202|-87.634664|19.0|337|Clark St & Chicago Ave|41.896544|-87.630931|19.0
2355052|2014|6|27|0|21|Subscriber|Male|2014-06-30 21:30:00|2014-06-30 21:32:00|2.0166666666666666|70.0|tstorms|141|Clark St & Lincoln Ave|41.915689|-87.6346|23.0|289|Wells St & Concord Ln|41.912202|-87.634664|19.0
2355050|2014|6|27|0|21|Subscriber|Male|2014-06-30 21:29:00|2014-06-30 21:44:00|14.716666666666667|70.0|tstorms|26|McClurg Ct & Illinois St|41.891020000000005|-87.6173|31.0|177|Theater on the Lake|41.926277|-87.630834|15.0
2355049|2014|6|27|0|21|Subscriber|Male|2014-06-30 21:29:00|2014-06-30 21:33:00|3.7666666666666666|70.0|tstorms|229|Southport Ave & Roscoe St|41.943739|-87.66402|19.0|153|Southport Ave & Wellington Ave|41.935733|-87.663576|19.0
2355048|2014|6|27|0|21|Subscriber|Female|2014-06-30 21:27:00|2014-06-30 21:40:00|13.366666666666667|70.0|tstorms|202|Halsted St & 18th St|41.857499|-87.646277|15.0|280|Morgan St & 31st St|41.8378|-87.65114|11.0
2355046|2014|6|27|0|21|Subscriber|Male|2014-06-30 21:26:00|2014-06-30 21:42:00|16.05|70.0|tstorms|143|Sedgwick St & Webster Ave|41.92197|-87.63854|15.0|143|Sedgwick St & Webster Ave|41.92197|-87.63854|15.0
2355045|2014|6|27|0|21|Subscriber|Male|2014-06-30 21:26:00|2014-06-30 21:48:00|21.866666666666667|70.0|tstorms|210|Ashland Ave & Division St|41.903448|-87.669313|19.0|246|Ashland Ave & Belle Plaine Ave|41.956061|-87.668869|11.0
2355044|2014|6|27|0|21|Subscriber|Female|2014-06-30 21:26:00|2014-06-30 21:37:00|10.5|70.0|tstorms|74|Kingsbury St & Erie St|41.89384315|-87.64185116|23.0|289|Wells St & Concord Ln|41.912202|-87.634664|19.0
2355039|2014|6|27|0|21|Subscriber|Male|2014-06-30 21:22:00|2014-06-30 21:39:00|17.316666666666666|70.0|tstorms|264|Stetson Ave & South Water St|41.886835|-87.62232|19.0|147|Indiana Ave & 26th St|41.8457|-87.62248000000001|15.0
2355038|2014|6|27|0|21|Subscriber|Male|2014-06-30 21:22:00|2014-06-30 21:29:00|7.45|70.0|tstorms|100|Orleans St & Merchandise Mart Plaza|41.888243|-87.63639|23.0|26|McClurg Ct & Illinois St|41.891020000000005|-87.6173|31.0
2355034|2014|6|27|0|21|Subscriber|Male|2014-06-30 21:20:00|2014-06-30 21:31:00|11.633333333333333|70.0|tstorms|48|Larrabee St & Kingsbury St|41.897764|-87.642884|27.0|99|Lake Shore Dr & Ohio St|41.89257|-87.614492|19.0
2355018|2014|6|27|0|21|Subscriber|Male|2014-06-30 21:16:00|2014-06-30 21:24:00|7.733333333333333|70.0|tstorms|67|Sheffield Ave & Fullerton Ave|41.9256018819|-87.6537080423|15.0|117|Wilton Ave & Belmont Ave|41.94018|-87.65304|23.0
2355013|2014|6|27|0|21|Subscriber|Male|2014-06-30 21:14:00|2014-06-30 21:18:00|3.95|70.0|tstorms|324|Stockton Dr & Wrightwood Ave|41.93132|-87.63874200000001|15.0|332|Halsted St & Diversey Pkwy|41.933341|-87.648747|15.0
2355011|2014|6|27|0|21|Subscriber|Male|2014-06-30 21:14:00|2014-06-30 21:32:00|17.983333333333334|70.0|tstorms|88|May St & Randolph St|41.88397|-87.655688|15.0|27|Larrabee St & North Ave|41.91021|-87.6435|19.0
2355004|2014|6|27|0|21|Subscriber|Female|2014-06-30 21:12:00|2014-06-30 21:21:00|8.75|70.0|tstorms|52|Michigan Ave & Lake St|41.886024|-87.624117|31.0|255|Indiana Ave & Roosevelt Rd|41.867888|-87.623041|31.0
2355000|2014|6|27|0|21|Subscriber|Male|2014-06-30 21:11:00|2014-06-30 21:26:00|14.966666666666667|70.0|tstorms|71|Morgan St & Lake St|41.8854833079|-87.6523048564|15.0|130|Damen Ave & Division St|41.90331|-87.67695|15.0
2354996|2014|6|27|0|21|Subscriber|Female|2014-06-30 21:10:00|2014-06-30 21:15:00|4.683333333333334|70.0|tstorms|36|Franklin St & Jackson Blvd|41.8777079559|-87.6353211408|31.0|100|Orleans St & Merchandise Mart Plaza|41.888243|-87.63639|23.0
2354995|2014|6|27|0|21|Subscriber|Male|2014-06-30 21:10:00|2014-06-30 21:14:00|4.05|70.0|tstorms|36|Franklin St & Jackson Blvd|41.8777079559|-87.6353211408|31.0|77|Clinton St & Madison St|41.8815824|-87.64127743|23.0
2354992|2014|6|27|0|21|Subscriber|Male|2014-06-30 21:09:00|2014-06-30 21:19:00|10.3|70.0|tstorms|106|State St & Pearson St|41.897448|-87.628722|27.0|174|Canal St & Madison St|41.882090999999996|-87.639833|23.0
2354972|2014|6|27|0|21|Subscriber|Male|2014-06-30 21:04:00|2014-06-30 21:09:00|4.316666666666666|70.0|tstorms|340|Clark St & Wrightwood Ave|41.929546|-87.643118|15.0|302|Sheffield Ave & Wrightwood Ave|41.928712|-87.65383299999999|19.0
2354970|2014|6|27|0|21|Subscriber|Male|2014-06-30 21:04:00|2014-06-30 21:09:00|4.45|70.0|tstorms|67|Sheffield Ave & Fullerton Ave|41.9256018819|-87.6537080423|15.0|340|Clark St & Wrightwood Ave|41.929546|-87.643118|15.0
2354964|2014|6|27|0|21|Subscriber|Female|2014-06-30 21:03:00|2014-06-30 21:11:00|8.216666666666667|70.0|tstorms|116|Western Ave & Winnebago Ave|41.915533|-87.687051|15.0|130|Damen Ave & Division St|41.90331|-87.67695|15.0
2354962|2014|6|27|0|21|Subscriber|Male|2014-06-30 21:02:00|2014-06-30 21:15:00|12.4|70.0|tstorms|44|State St & Randolph St|41.884730200599996|-87.6277335692|27.0|126|Clark St & North Ave|41.911974|-87.63194200000001|15.0
2354946|2014|6|27|0|21|Subscriber|Male|2014-06-30 21:00:00|2014-06-30 21:05:00|4.583333333333333|70.0|tstorms|98|LaSalle St & Washington St|41.882664|-87.63253|15.0|192|Canal St & Adams St|41.878948|-87.63975|39.0
2354942|2014|6|27|0|21|Subscriber|Male|2014-06-30 21:00:00|2014-06-30 21:04:00|4.116666666666666|70.0|tstorms|174|Canal St & Madison St|41.882090999999996|-87.639833|23.0|134|Peoria St & Jackson Blvd|41.877749|-87.649633|19.0
2354939|2014|6|27|0|20|Subscriber|Male|2014-06-30 20:59:00|2014-06-30 21:08:00|9.183333333333334|70.0|rain or snow|42|Wabash Ave & Cermak Rd|41.8532387578|-87.6253370902|15.0|237|Martin Luther King Dr & 29th St|41.842052|-87.617|15.0
2354910|2014|6|27|0|20|Subscriber|Male|2014-06-30 20:53:00|2014-06-30 21:05:00|12.15|70.0|rain or snow|55|Halsted St & James M Rochford St|41.865860999999995|-87.646611|15.0|273|Michigan Ave & 18th St|41.857937|-87.623633|15.0
2354897|2014|6|27|0|20|Subscriber|Female|2014-06-30 20:45:00|2014-06-30 20:49:00|3.4166666666666665|70.0|rain or snow|325|Clark St & Winnemac Ave|41.973385|-87.66836500000001|15.0|295|Broadway & Argyle St|41.972972|-87.659637|15.0
2354893|2014|6|27|0|20|Subscriber|Female|2014-06-30 20:48:00|2014-06-30 20:52:00|3.95|70.0|rain or snow|115|Sheffield Ave & Wellington Ave|41.936253|-87.653566|23.0|13|Wilton Ave & Diversey Pkwy|41.93250008|-87.65268082|19.0
2354892|2014|6|27|0|20|Subscriber|Female|2014-06-30 20:48:00|2014-06-30 20:52:00|4.2|70.0|rain or snow|267|Lake Park Ave & 47th St|41.809443|-87.591875|15.0|252|Greenwood Ave & 47th St|41.809835|-87.59938299999999|15.0
2354887|2014|6|27|0|20|Subscriber|Male|2014-06-30 20:48:00|2014-06-30 20:55:00|7.483333333333333|70.0|rain or snow|49|Dearborn St & Monroe St|41.881319815|-87.6295209193|27.0|233|Sangamon St & Washington Blvd|41.883004|-87.65114799999999|15.0
2354886|2014|6|27|0|20|Subscriber|Male|2014-06-30 20:48:00|2014-06-30 21:00:00|12.183333333333334|70.0|rain or snow|288|Larrabee St & Armitage Ave|41.917970000000004|-87.64368|11.0|69|Damen Ave & Pierce Ave|41.9093960065|-87.6776919292|19.0
2354876|2014|6|27|0|20|Subscriber|Male|2014-06-30 20:45:00|2014-06-30 20:48:00|3.2333333333333334|70.0|rain or snow|98|LaSalle St & Washington St|41.882664|-87.63253|15.0|44|State St & Randolph St|41.884730200599996|-87.6277335692|27.0
2354875|2014|6|27|0|20|Subscriber|Male|2014-06-30 20:45:00|2014-06-30 20:47:00|2.066666666666667|70.0|rain or snow|113|Bissell St & Armitage Ave|41.918440000000004|-87.65222|15.0|327|Sheffield Ave & Webster Ave|41.921687|-87.65371400000001|19.0
2354874|2014|6|27|0|20|Subscriber|Female|2014-06-30 20:45:00|2014-06-30 20:57:00|12.266666666666667|70.0|rain or snow|211|St Clair St & Erie St|41.894448|-87.622663|19.0|94|Clark St & Armitage Ave|41.918306|-87.636282|19.0
2354873|2014|6|27|0|20|Subscriber|Male|2014-06-30 20:44:00|2014-06-30 20:56:00|11.2|70.0|rain or snow|243|Lincoln Ave & Leavitt St|41.962391|-87.684146|15.0|231|Sheridan Rd & Montrose Ave|41.96167|-87.65464|15.0
2354869|2014|6|27|0|20|Subscriber|Male|2014-06-30 20:44:00|2014-06-30 20:54:00|9.883333333333333|70.0|rain or snow|283|LaSalle St & Jackson Blvd|41.878170000000004|-87.631985|23.0|36|Franklin St & Jackson Blvd|41.8777079559|-87.6353211408|31.0
2354868|2014|6|27|0|20|Subscriber|Male|2014-06-30 20:44:00|2014-06-30 20:54:00|10.083333333333334|70.0|rain or snow|283|LaSalle St & Jackson Blvd|41.878170000000004|-87.631985|23.0|36|Franklin St & Jackson Blvd|41.8777079559|-87.6353211408|31.0
2354862|2014|6|27|0|20|Subscriber|Female|2014-06-30 20:42:00|2014-06-30 20:48:00|5.166666666666667|70.0|rain or snow|156|Clark St & Wellington Ave|41.9364968219|-87.64753865819999|15.0|340|Clark St & Wrightwood Ave|41.929546|-87.643118|15.0
2354857|2014|6|27|0|20|Subscriber|Male|2014-06-30 20:42:00|2014-06-30 20:53:00|11.383333333333333|70.0|rain or snow|94|Clark St & Armitage Ave|41.918306|-87.636282|19.0|94|Clark St & Armitage Ave|41.918306|-87.636282|19.0
2354854|2014|6|27|0|20|Subscriber|Male|2014-06-30 20:41:00|2014-06-30 21:01:00|20.35|70.0|rain or snow|134|Peoria St & Jackson Blvd|41.877749|-87.649633|19.0|129|Blue Island Ave & 18th St|41.857556|-87.661535|15.0
2354846|2014|6|27|0|20|Subscriber|Female|2014-06-30 20:38:00|2014-06-30 20:44:00|6.633333333333334|70.0|rain or snow|296|Broadway & Belmont Ave|41.940106|-87.645451|15.0|226|Racine Ave & Belmont Ave|41.939743|-87.658865|15.0
2354845|2014|6|27|0|20|Subscriber|Male|2014-06-30 20:36:00|2014-06-30 20:48:00|11.316666666666666|70.0|rain or snow|212|Wells St & Hubbard St|41.889933|-87.63426199999999|31.0|301|Clark St & Schiller St|41.907993|-87.631501|19.0
2354844|2014|6|27|0|20|Subscriber|Male|2014-06-30 20:35:00|2014-06-30 20:39:00|4.066666666666666|70.0|rain or snow|99|Lake Shore Dr & Ohio St|41.89257|-87.614492|19.0|199|Wabash Ave & Grand Ave|41.891738000000004|-87.626937|15.0
2354842|2014|6|27|0|20|Subscriber|Male|2014-06-30 20:34:00|2014-06-30 20:42:00|8.066666666666666|70.0|rain or snow|300|Broadway & Barry Ave|41.937601|-87.644005|15.0|312|Clarendon Ave & Gordon Ter|41.957879|-87.649519|15.0
2354841|2014|6|27|0|20|Subscriber|Female|2014-06-30 20:34:00|2014-06-30 20:43:00|9.0|70.0|rain or snow|113|Bissell St & Armitage Ave|41.918440000000004|-87.65222|15.0|115|Sheffield Ave & Wellington Ave|41.936253|-87.653566|23.0
2354840|2014|6|27|0|20|Subscriber|Female|2014-06-30 20:33:00|2014-06-30 20:46:00|12.8|70.0|rain or snow|81|Daley Center Plaza|41.884163|-87.629635|39.0|134|Peoria St & Jackson Blvd|41.877749|-87.649633|19.0
2354831|2014|6|27|0|20|Subscriber|Male|2014-06-30 20:31:00|2014-06-30 20:37:00|6.083333333333333|70.0|rain or snow|100|Orleans St & Merchandise Mart Plaza|41.888243|-87.63639|23.0|23|Orleans St & Elm St|41.902924|-87.637715|15.0
2354828|2014|6|27|0|20|Subscriber|Male|2014-06-30 20:31:00|2014-06-30 20:39:00|8.883333333333333|70.0|rain or snow|342|Wolcott Ave & Polk St|41.871262|-87.673688|15.0|19|Loomis St & Taylor St|41.869417|-87.660996|15.0
2354826|2014|6|27|0|20|Subscriber|Male|2014-06-30 20:31:00|2014-06-30 20:33:00|2.566666666666667|70.0|rain or snow|59|Wabash Ave & Roosevelt Rd|41.8671729952|-87.6259550069|19.0|168|Michigan Ave & 14th St|41.864059000000005|-87.623727|19.0
2354825|2014|6|27|0|20|Subscriber|Male|2014-06-30 20:26:00|2014-06-30 20:43:00|16.8|70.0|rain or snow|36|Franklin St & Jackson Blvd|41.8777079559|-87.6353211408|31.0|283|LaSalle St & Jackson Blvd|41.878170000000004|-87.631985|23.0
2354822|2014|6|27|0|20|Subscriber|Male|2014-06-30 20:29:00|2014-06-30 20:34:00|5.233333333333333|70.0|rain or snow|321|Wabash Ave & 8th St|41.871961999999996|-87.62610600000001|19.0|59|Wabash Ave & Roosevelt Rd|41.8671729952|-87.6259550069|19.0
2354820|2014|6|27|0|20|Subscriber|Female|2014-06-30 20:29:00|2014-06-30 20:49:00|20.616666666666667|70.0|rain or snow|126|Clark St & North Ave|41.911974|-87.63194200000001|15.0|296|Broadway & Belmont Ave|41.940106|-87.645451|15.0
2354819|2014|6|27|0|20|Subscriber|Male|2014-06-30 20:29:00|2014-06-30 20:38:00|8.933333333333334|70.0|rain or snow|349|Halsted St & Wrightwood Ave|41.929142999999996|-87.649077|15.0|225|Halsted St & Dickens Ave|41.919936|-87.64883|15.0
2354807|2014|6|27|0|20|Subscriber|Male|2014-06-30 20:27:00|2014-06-30 20:34:00|7.133333333333334|70.0|rain or snow|91|Clinton St & Washington Blvd|41.883379999999995|-87.64116999999999|31.0|50|Clark St & Congress Pkwy|41.8759326655|-87.63058453549999|27.0
2354801|2014|6|27|0|20|Subscriber|Male|2014-06-30 20:26:00|2014-06-30 20:43:00|17.25|70.0|rain or snow|36|Franklin St & Jackson Blvd|41.8777079559|-87.6353211408|31.0|283|LaSalle St & Jackson Blvd|41.878170000000004|-87.631985|23.0
2354798|2014|6|27|0|20|Subscriber|Male|2014-06-30 20:26:00|2014-06-30 20:42:00|16.266666666666666|70.0|rain or snow|331|Halsted St & Blackhawk St|41.90854|-87.64856800000001|19.0|276|California Ave & North Ave|41.91044|-87.6972|11.0
2354797|2014|6|27|0|20|Subscriber|Male|2014-06-30 20:26:00|2014-06-30 20:35:00|9.683333333333334|70.0|rain or snow|256|Broadway & Sheridan Rd|41.952833|-87.64999300000001|15.0|152|Lincoln Ave & Diversey Pkwy|41.932225|-87.658617|15.0
2354793|2014|6|27|0|20|Subscriber|Male|2014-06-30 20:25:00|2014-06-30 20:27:00|2.15|70.0|rain or snow|226|Racine Ave & Belmont Ave|41.939743|-87.658865|15.0|154|Southport Ave & Belmont Ave|41.93949|-87.66378|15.0
2354791|2014|6|27|0|20|Subscriber|Male|2014-06-30 20:24:00|2014-06-30 20:41:00|16.616666666666667|70.0|rain or snow|198|Halsted St & Madison St|41.88175|-87.6478|19.0|207|Emerald Ave & 28th St|41.843579999999996|-87.645368|15.0
2354787|2014|6|27|0|20|Subscriber|Male|2014-06-30 20:22:00|2014-06-30 20:28:00|5.833333333333333|70.0|rain or snow|197|Michigan Ave & Madison St|41.882134|-87.625125|19.0|192|Canal St & Adams St|41.878948|-87.63975|39.0
2354786|2014|6|27|0|20|Subscriber|Male|2014-06-30 20:21:00|2014-06-30 20:25:00|4.533333333333333|70.0|rain or snow|153|Southport Ave & Wellington Ave|41.935733|-87.663576|19.0|229|Southport Ave & Roscoe St|41.943739|-87.66402|19.0
2354785|2014|6|27|0|20|Subscriber|Male|2014-06-30 20:21:00|2014-06-30 20:25:00|4.516666666666667|70.0|rain or snow|153|Southport Ave & Wellington Ave|41.935733|-87.663576|19.0|229|Southport Ave & Roscoe St|41.943739|-87.66402|19.0
2354784|2014|6|27|0|20|Subscriber|Male|2014-06-30 20:21:00|2014-06-30 20:25:00|4.65|70.0|rain or snow|153|Southport Ave & Wellington Ave|41.935733|-87.663576|19.0|229|Southport Ave & Roscoe St|41.943739|-87.66402|19.0
2354779|2014|6|27|0|20|Subscriber|Male|2014-06-30 20:19:00|2014-06-30 20:25:00|6.316666666666666|70.0|rain or snow|337|Clark St & Chicago Ave|41.896544|-87.630931|19.0|289|Wells St & Concord Ln|41.912202|-87.634664|19.0
2354778|2014|6|27|0|20|Subscriber|Male|2014-06-30 20:18:00|2014-06-30 20:27:00|9.133333333333333|70.0|rain or snow|195|Columbus Dr & Randolph St|41.884728|-87.61952099999999|31.0|91|Clinton St & Washington Blvd|41.883379999999995|-87.64116999999999|31.0
2354777|2014|6|27|0|20|Subscriber|Male|2014-06-30 20:18:00|2014-06-30 20:26:00|8.05|70.0|rain or snow|37|Dearborn St & Adams St|41.8793563587|-87.62979103629999|19.0|43|Michigan Ave & Washington St|41.8838927658|-87.6246491409|43.0
2354776|2014|6|27|0|20|Subscriber|Female|2014-06-30 20:17:00|2014-06-30 20:25:00|7.966666666666667|70.0|rain or snow|254|Pine Grove Ave & Irving Park Rd|41.954383|-87.648043|15.0|251|Clarendon Ave & Leland Ave|41.967968|-87.650001|15.0
2354775|2014|6|27|0|20|Subscriber|Male|2014-06-30 20:15:00|2014-06-30 20:25:00|10.0|70.0|rain or snow|47|State St & Kinzie St|41.889179999999996|-87.6277|19.0|91|Clinton St & Washington Blvd|41.883379999999995|-87.64116999999999|31.0
2354774|2014|6|27|0|20|Subscriber|Male|2014-06-30 20:15:00|2014-06-30 20:19:00|3.6666666666666665|70.0|rain or snow|227|Southport Ave & Waveland Ave|41.94815|-87.66394|15.0|165|Clark St & Waveland Ave|41.94893|-87.65775|19.0
2354770|2014|6|27|0|20|Subscriber|Male|2014-06-30 20:11:00|2014-06-30 20:22:00|11.383333333333333|70.0|rain or snow|199|Wabash Ave & Grand Ave|41.891738000000004|-87.626937|15.0|59|Wabash Ave & Roosevelt Rd|41.8671729952|-87.6259550069|19.0
2354769|2014|6|27|0|20|Subscriber|Female|2014-06-30 20:11:00|2014-06-30 20:20:00|9.766666666666667|70.0|rain or snow|24|Fairbanks Ct & Grand Ave|41.89186|-87.62062|15.0|56|Desplaines St & Kinzie St|41.888716036|-87.6444478533|19.0
